case,category,budget_pct,prompt_tokens,measured_completion_tokens,total_tokens,page_tokens,total_pages,hot_pages,pinned_pages,warm_pages,cold_pages,raw_k_pages,raw_v_pages,int8_k_pages,int8_v_pages,int4_v_pages,raw_equivalent_bytes,hot_bytes,warm_bytes,cold_bytes,effective_bytes,effective_bytes_per_token,compression_vs_raw_pct,endpoint_completion_tok_s_c1,endpoint_completion_tok_s_c2,endpoint_ttft_s,contains_target_c1_pct,contains_target_c2_pct,plan_range_count,resolved_layer_pages,shadowed_layer_page_matches,plan_validation_ok,warm_reduction_vs_uniform_int8_pct,total_reduction_vs_same_hot_uniform_int8_pct
structured_records,structured_lookup,50.0,999,160,1159,8,145,73,1,71,0,3552,3552,3408,1136,2272,113934336,58097664,23265280,0,81362944,70200.987,28.588,0.0,0.0,0.0,0.0,0.0,4,6960,0,True,16.667,5.41
instruction_persistence,instruction_retention,50.0,1896,128,2024,8,253,127,1,125,0,6144,6144,6000,2000,4000,198967296,100663296,40960000,0,141623296,69971.984,28.821,0.0,0.0,0.0,0.0,0.0,4,12144,0,True,16.667,5.468
multi_hop_bridge,multi_hop,50.0,963,160,1123,8,141,71,1,69,0,3456,3456,3312,1104,2208,110395392,56131584,22609920,0,78741504,70117.101,28.673,0.0,0.0,0.0,0.0,0.0,4,6768,0,True,16.667,5.431
payload_dense,dense_noise,50.0,1881,163,2044,8,256,128,1,127,0,6192,6192,6096,2032,4064,200933376,101056512,41615360,0,142671872,69800.329,28.995,0.0,0.0,0.0,0.0,0.0,4,12288,0,True,16.667,5.512
long_generation_systems,long_generation,50.0,523,384,907,8,114,57,1,56,0,2784,2784,2688,896,1792,89161728,45121536,18350080,0,63471616,69979.731,28.813,0.0,0.0,0.0,0.0,0.0,4,5472,0,True,16.667,5.466
early_anchor_long_tail,anchor_recall,25.0,1885,96,1981,8,248,62,1,185,0,3024,3024,8880,2960,5920,194740224,49250304,60620800,0,109871104,55462.445,43.581,0.0,0.0,0.0,0.0,0.0,4,11904,0,True,16.667,9.938
middle_anchor_detour,anchor_recall,25.0,1462,128,1590,8,199,50,1,148,0,2448,2448,7104,2368,4736,156303360,39911424,48496640,0,88408064,55602.556,43.438,0.0,0.0,0.0,0.0,0.0,4,9552,0,True,16.667,9.886
late_anchor_control,late_control,25.0,950,96,1046,8,131,33,1,97,0,1632,1632,4656,1552,3104,102825984,26542080,31784960,0,58327040,55761.989,43.276,0.0,0.0,0.0,0.0,0.0,4,6288,0,True,16.667,9.828
decoy_collision,confusable_recall,25.0,1014,128,1142,8,143,36,1,106,0,1776,1776,5088,1696,3392,112263168,28901376,34734080,0,63635456,55722.816,43.316,0.0,0.0,0.0,0.0,0.0,4,6864,0,True,16.667,9.842
routing_table,structured_lookup,25.0,988,128,1116,8,140,35,1,104,0,1728,1728,4992,1664,3328,109707264,27918336,34078720,0,61997056,55552.918,43.489,0.0,0.0,0.0,0.0,0.0,4,6720,0,True,16.667,9.905
structured_records,structured_lookup,25.0,999,160,1159,8,145,37,1,107,0,1824,1824,5136,1712,3424,113934336,29786112,35061760,0,64847872,55951.572,43.083,0.0,0.0,0.0,0.0,0.0,4,6960,0,True,16.667,9.758
instruction_persistence,instruction_retention,25.0,1896,128,2024,8,253,64,1,188,0,3120,3120,9024,3008,6016,198967296,51118080,61603840,0,112721920,55692.648,43.347,0.0,0.0,0.0,0.0,0.0,4,12144,0,True,16.667,9.853
multi_hop_bridge,multi_hop,25.0,963,160,1123,8,141,36,1,104,0,1776,1776,4992,1664,3328,110395392,28606464,34078720,0,62685184,55819.398,43.218,0.0,0.0,0.0,0.0,0.0,4,6768,0,True,16.667,9.807
payload_dense,dense_noise,25.0,1881,163,2044,8,256,64,1,191,0,3120,3120,9168,3056,6112,200933376,50724864,62586880,0,113311744,55436.274,43.607,0.0,0.0,0.0,0.0,0.0,4,12288,0,True,16.667,9.948
long_generation_systems,long_generation,25.0,523,384,907,8,114,29,1,84,0,1440,1440,4032,1344,2688,89161728,23101440,27525120,0,50626560,55817.596,43.219,0.0,0.0,0.0,0.0,0.0,4,5472,0,True,16.667,9.807
early_anchor_long_tail,anchor_recall,12.5,1885,96,1981,8,248,31,1,216,0,1536,1536,10368,3456,6912,194740224,24870912,70778880,0,95649792,48283.59,50.883,0.0,0.0,0.0,0.0,0.0,4,11904,0,True,16.667,12.892
middle_anchor_detour,anchor_recall,12.5,1462,128,1590,8,199,25,1,173,0,1248,1248,8304,2768,5536,156303360,20250624,56688640,0,76939264,48389.474,50.776,0.0,0.0,0.0,0.0,0.0,4,9552,0,True,16.667,12.843
late_anchor_control,late_control,12.5,950,96,1046,8,131,17,1,113,0,864,864,5424,1808,3616,102825984,13959168,37027840,0,50987008,48744.75,50.414,0.0,0.0,0.0,0.0,0.0,4,6288,0,True,16.667,12.682
decoy_collision,confusable_recall,12.5,1014,128,1142,8,143,18,1,124,0,912,912,5952,1984,3968,112263168,14745600,40632320,0,55377920,48492.049,50.671,0.0,0.0,0.0,0.0,0.0,4,6864,0,True,16.667,12.797
routing_table,structured_lookup,12.5,988,128,1116,8,140,18,1,121,0,912,912,5808,1936,3872,109707264,14548992,39649280,0,54198272,48564.76,50.597,0.0,0.0,0.0,0.0,0.0,4,6720,0,True,16.667,12.764
structured_records,structured_lookup,12.5,999,160,1159,8,145,19,1,125,0,960,960,6000,2000,4000,113934336,15630336,40960000,0,56590336,48826.865,50.331,0.0,0.0,0.0,0.0,0.0,4,6960,0,True,16.667,12.645
instruction_persistence,instruction_retention,12.5,1896,128,2024,8,253,32,1,220,0,1584,1584,10560,3520,7040,198967296,25952256,72089600,0,98041856,48439.652,50.725,0.0,0.0,0.0,0.0,0.0,4,12144,0,True,16.667,12.821
multi_hop_bridge,multi_hop,12.5,963,160,1123,8,141,18,1,122,0,912,912,5856,1952,3904,110395392,14450688,39976960,0,54427648,48466.294,50.698,0.0,0.0,0.0,0.0,0.0,4,6768,0,True,16.667,12.808
payload_dense,dense_noise,12.5,1881,163,2044,8,256,32,1,223,0,1584,1584,10704,3568,7136,200933376,25559040,73072640,0,98631680,48254.247,50.913,0.0,0.0,0.0,0.0,0.0,4,12288,0,True,16.667,12.905
long_generation_systems,long_generation,12.5,523,384,907,8,114,15,1,98,0,768,768,4704,1568,3136,89161728,12091392,32112640,0,44204032,48736.529,50.423,0.0,0.0,0.0,0.0,0.0,4,5472,0,True,16.667,12.686
early_anchor_long_tail,anchor_recall,6.25,1885,96,1981,8,248,16,1,231,0,816,816,11088,3696,7392,194740224,13074432,75694080,0,88768512,44809.951,54.417,0.0,0.0,0.0,0.0,0.0,4,11904,0,True,16.667,14.57
middle_anchor_detour,anchor_recall,6.25,1462,128,1590,8,199,13,1,185,0,672,672,8880,2960,5920,156303360,10813440,60620800,0,71434240,44927.195,54.298,0.0,0.0,0.0,0.0,0.0,4,9552,0,True,16.667,14.51
late_anchor_control,late_control,6.25,950,96,1046,8,131,9,1,121,0,480,480,5808,1936,3872,102825984,7667712,39649280,0,47316992,45236.13,53.983,0.0,0.0,0.0,0.0,0.0,4,6288,0,True,16.667,14.353
decoy_collision,confusable_recall,6.25,1014,128,1142,8,143,9,1,133,0,480,480,6384,2128,4256,112263168,7667712,43581440,0,51249152,44876.665,54.349,0.0,0.0,0.0,0.0,0.0,4,6864,0,True,16.667,14.536
routing_table,structured_lookup,6.25,988,128,1116,8,140,9,1,130,0,480,480,6240,2080,4160,109707264,7471104,42598400,0,50069504,44865.147,54.361,0.0,0.0,0.0,0.0,0.0,4,6720,0,True,16.667,14.541
structured_records,structured_lookup,6.25,999,160,1159,8,145,10,1,134,0,528,528,6432,2144,4288,113934336,8552448,43909120,0,52461568,45264.511,53.955,0.0,0.0,0.0,0.0,0.0,4,6960,0,True,16.667,14.339
instruction_persistence,instruction_retention,6.25,1896,128,2024,8,253,16,1,236,0,816,816,11328,3776,7552,198967296,13369344,77332480,0,90701824,44813.154,54.414,0.0,0.0,0.0,0.0,0.0,4,12144,0,True,16.667,14.568
multi_hop_bridge,multi_hop,6.25,963,160,1123,8,141,9,1,131,0,480,480,6288,2096,4192,110395392,7372800,42926080,0,50298880,44789.742,54.438,0.0,0.0,0.0,0.0,0.0,4,6768,0,True,16.667,14.58
payload_dense,dense_noise,6.25,1881,163,2044,8,256,16,1,239,0,816,816,11472,3824,7648,200933376,12976128,78315520,0,91291648,44663.233,54.566,0.0,0.0,0.0,0.0,0.0,4,12288,0,True,16.667,14.645
long_generation_systems,long_generation,6.25,523,384,907,8,114,8,1,105,0,432,432,5040,1680,3360,89161728,6586368,34406400,0,40992768,45195.996,54.024,0.0,0.0,0.0,0.0,0.0,4,5472,0,True,16.667,14.374
early_anchor_long_tail,anchor_recall,3.125,1885,96,1981,8,248,8,1,239,0,432,432,11472,3824,7648,194740224,6782976,78315520,0,85098496,42957.343,56.302,0.0,0.0,0.0,0.0,0.0,4,11904,0,True,16.667,15.545
middle_anchor_detour,anchor_recall,3.125,1462,128,1590,8,199,7,1,191,0,384,384,9168,3056,6112,156303360,6094848,62586880,0,68681728,43196.055,56.059,0.0,0.0,0.0,0.0,0.0,4,9552,0,True,16.667,15.416
late_anchor_control,late_control,3.125,950,96,1046,8,131,5,1,125,0,288,288,6000,2000,4000,102825984,4521984,40960000,0,45481984,43481.82,55.768,0.0,0.0,0.0,0.0,0.0,4,6288,0,True,16.667,15.263
decoy_collision,confusable_recall,3.125,1014,128,1142,8,143,5,1,137,0,288,288,6576,2192,4384,112263168,4521984,44892160,0,49414144,43269.828,55.984,0.0,0.0,0.0,0.0,0.0,4,6864,0,True,16.667,15.376
routing_table,structured_lookup,3.125,988,128,1116,8,140,5,1,134,0,288,288,6432,2144,4288,109707264,4325376,43909120,0,48234496,43220.875,56.033,0.0,0.0,0.0,0.0,0.0,4,6720,0,True,16.667,15.402
structured_records,structured_lookup,3.125,999,160,1159,8,145,5,1,139,0,288,288,6672,2224,4448,113934336,4620288,45547520,0,50167808,43285.425,55.968,0.0,0.0,0.0,0.0,0.0,4,6960,0,True,16.667,15.368
instruction_persistence,instruction_retention,3.125,1896,128,2024,8,253,8,1,244,0,432,432,11712,3904,7808,198967296,7077888,79953920,0,87031808,42999.905,56.258,0.0,0.0,0.0,0.0,0.0,4,12144,0,True,16.667,15.522
multi_hop_bridge,multi_hop,3.125,963,160,1123,8,141,5,1,135,0,288,288,6480,2160,4320,110395392,4227072,44236800,0,48463872,43155.719,56.1,0.0,0.0,0.0,0.0,0.0,4,6768,0,True,16.667,15.437
payload_dense,dense_noise,3.125,1881,163,2044,8,256,8,1,247,0,432,432,11856,3952,7904,200933376,6684672,80936960,0,87621632,42867.726,56.393,0.0,0.0,0.0,0.0,0.0,4,12288,0,True,16.667,15.593
long_generation_systems,long_generation,3.125,523,384,907,8,114,4,1,109,0,240,240,5232,1744,3488,89161728,3440640,35717120,0,39157760,43172.834,56.082,0.0,0.0,0.0,0.0,0.0,4,5472,0,True,16.667,15.428
early_anchor_long_tail,anchor_recall,0.0,1885,96,1981,8,248,0,1,247,0,48,48,11856,3952,7904,194740224,786432,80814080,0,81600512,41191.576,58.098,0.0,0.0,0.0,0.0,0.0,3,11904,0,True,16.667,16.533
middle_anchor_detour,anchor_recall,0.0,1462,128,1590,8,199,0,1,198,0,48,48,9504,3168,6336,156303360,786432,64798720,0,65585152,41248.523,58.04,0.0,0.0,0.0,0.0,0.0,3,9552,0,True,16.667,16.5
late_anchor_control,late_control,0.0,950,96,1046,8,131,0,1,130,0,48,48,6240,2080,4160,102825984,786432,42516480,0,43302912,41398.577,57.887,0.0,0.0,0.0,0.0,0.0,3,6288,0,True,16.667,16.414
decoy_collision,confusable_recall,0.0,1014,128,1142,8,143,0,1,142,0,48,48,6816,2272,4544,112263168,786432,46448640,0,47235072,41361.709,57.925,0.0,0.0,0.0,0.0,0.0,3,6864,0,True,16.667,16.435
routing_table,structured_lookup,0.0,988,128,1116,8,140,0,1,139,0,48,48,6672,2224,4448,109707264,786432,45383680,0,46170112,41371.068,57.915,0.0,0.0,0.0,0.0,0.0,3,6720,0,True,16.667,16.429
structured_records,structured_lookup,0.0,999,160,1159,8,145,0,1,144,0,48,48,6912,2304,4608,113934336,786432,47144960,0,47931392,41355.817,57.931,0.0,0.0,0.0,0.0,0.0,3,6960,0,True,16.667,16.438
instruction_persistence,instruction_retention,0.0,1896,128,2024,8,253,0,1,252,0,48,48,12096,4032,8064,198967296,786432,82575360,0,83361792,41186.656,58.103,0.0,0.0,0.0,0.0,0.0,3,12144,0,True,16.667,16.535
multi_hop_bridge,multi_hop,0.0,963,160,1123,8,141,0,1,140,0,48,48,6720,2240,4480,110395392,786432,45670400,0,46456832,41368.506,57.918,0.0,0.0,0.0,0.0,0.0,3,6768,0,True,16.667,16.431
payload_dense,dense_noise,0.0,1881,163,2044,8,256,0,1,255,0,48,48,12240,4080,8160,200933376,786432,83394560,0,84180992,41184.438,58.105,0.0,0.0,0.0,0.0,0.0,3,12288,0,True,16.667,16.537
long_generation_systems,long_generation,0.0,523,384,907,8,114,0,1,113,0,48,48,5424,1808,3616,89161728,786432,36823040,0,37609472,41465.791,57.819,0.0,0.0,0.0,0.0,0.0,3,5472,0,True,16.667,16.375
early_anchor_long_tail,anchor_recall,75.0,1885,96,1981,16,124,93,1,30,0,4512,4512,1440,480,960,194740224,147554304,19660800,0,167215104,84409.442,14.134,0.0,0.0,0.0,0.0,0.0,4,5952,0,True,16.667,2.298
middle_anchor_detour,anchor_recall,75.0,1462,128,1590,16,100,75,1,24,0,3648,3648,1152,384,768,156303360,118554624,15728640,0,134283264,84454.883,14.088,0.0,0.0,0.0,0.0,0.0,4,4800,0,True,16.667,2.289
late_anchor_control,late_control,75.0,950,96,1046,16,66,50,1,15,0,2448,2448,720,240,480,102825984,79233024,9830400,0,89063424,85146.677,13.384,0.0,0.0,0.0,0.0,0.0,4,3168,0,True,16.667,2.16
decoy_collision,confusable_recall,75.0,1014,128,1142,16,72,54,1,17,0,2640,2640,816,272,544,112263168,85524480,11141120,0,96665600,84645.884,13.894,0.0,0.0,0.0,0.0,0.0,4,3456,0,True,16.667,2.253
routing_table,structured_lookup,75.0,988,128,1116,16,70,53,1,16,0,2592,2592,768,256,512,109707264,84541440,10485760,0,95027200,85149.821,13.381,0.0,0.0,0.0,0.0,0.0,4,3360,0,True,16.667,2.159
structured_records,structured_lookup,75.0,999,160,1159,16,73,55,1,17,0,2688,2688,816,272,544,113934336,87195648,11141120,0,98336768,84846.219,13.69,0.0,0.0,0.0,0.0,0.0,4,3504,0,True,16.667,2.216
instruction_persistence,instruction_retention,75.0,1896,128,2024,16,127,96,1,30,0,4656,4656,1440,480,960,198967296,151781376,19660800,0,171442176,84704.632,13.834,0.0,0.0,0.0,0.0,0.0,4,6096,0,True,16.667,2.242
multi_hop_bridge,multi_hop,75.0,963,160,1123,16,71,54,1,16,0,2640,2640,768,256,512,110395392,85229568,10485760,0,95715328,85231.815,13.298,0.0,0.0,0.0,0.0,0.0,4,3408,0,True,16.667,2.144
payload_dense,dense_noise,75.0,1881,163,2044,16,128,96,1,31,0,4656,4656,1488,496,992,200933376,152174592,20316160,0,172490752,84388.822,14.155,0.0,0.0,0.0,0.0,0.0,4,6144,0,True,16.667,2.301
long_generation_systems,long_generation,75.0,523,384,907,16,57,43,1,13,0,2112,2112,624,208,416,89161728,68714496,8519680,0,77234176,85153.447,13.377,0.0,0.0,0.0,0.0,0.0,4,2736,0,True,16.667,2.159
early_anchor_long_tail,anchor_recall,50.0,1885,96,1981,16,124,62,1,61,0,3024,3024,2928,976,1952,194740224,98795520,39976960,0,138772480,70051.731,28.74,0.0,0.0,0.0,0.0,0.0,4,5952,0,True,16.667,5.448
middle_anchor_detour,anchor_recall,50.0,1462,128,1590,16,100,50,1,49,0,2448,2448,2352,784,1568,156303360,79233024,32112640,0,111345664,70028.719,28.763,0.0,0.0,0.0,0.0,0.0,4,4800,0,True,16.667,5.454
late_anchor_control,late_control,50.0,950,96,1046,16,66,33,1,32,0,1632,1632,1536,512,1024,102825984,52494336,20971520,0,73465856,70235.044,28.553,0.0,0.0,0.0,0.0,0.0,4,3168,0,True,16.667,5.401
decoy_collision,confusable_recall,50.0,1014,128,1142,16,72,36,1,35,0,1776,1776,1680,560,1120,112263168,57212928,22937600,0,80150528,70184.35,28.605,0.0,0.0,0.0,0.0,0.0,4,3456,0,True,16.667,5.414
routing_table,structured_lookup,50.0,988,128,1116,16,70,35,1,34,0,1728,1728,1632,544,1088,109707264,56229888,22282240,0,78512128,70351.369,28.435,0.0,0.0,0.0,0.0,0.0,4,3360,0,True,16.667,5.371
structured_records,structured_lookup,50.0,999,160,1159,16,73,37,1,35,0,1824,1824,1680,560,1120,113934336,58884096,22937600,0,81821696,70596.804,28.185,0.0,0.0,0.0,0.0,0.0,4,3504,0,True,16.667,5.309
instruction_persistence,instruction_retention,50.0,1896,128,2024,16,127,64,1,62,0,3120,3120,2976,992,1984,198967296,101449728,40632320,0,142082048,70198.64,28.59,0.0,0.0,0.0,0.0,0.0,4,6096,0,True,16.667,5.41
multi_hop_bridge,multi_hop,50.0,963,160,1123,16,71,36,1,34,0,1776,1776,1632,544,1088,110395392,56918016,22282240,0,79200256,70525.606,28.258,0.0,0.0,0.0,0.0,0.0,4,3408,0,True,16.667,5.327
payload_dense,dense_noise,50.0,1881,163,2044,16,128,64,1,63,0,3120,3120,3024,1008,2016,200933376,101842944,41287680,0,143130624,70024.767,28.767,0.0,0.0,0.0,0.0,0.0,4,6144,0,True,16.667,5.455
long_generation_systems,long_generation,50.0,523,384,907,16,57,29,1,27,0,1440,1440,1296,432,864,89161728,46694400,17694720,0,64389120,70991.312,27.784,0.0,0.0,0.0,0.0,0.0,4,2736,0,True,16.667,5.21
early_anchor_long_tail,anchor_recall,25.0,1885,96,1981,16,124,31,1,92,0,1536,1536,4416,1472,2944,194740224,50036736,60293120,0,110329856,55694.021,43.345,0.0,0.0,0.0,0.0,0.0,4,5952,0,True,16.667,9.853
middle_anchor_detour,anchor_recall,25.0,1462,128,1590,16,100,25,1,74,0,1248,1248,3552,1184,2368,156303360,39911424,48496640,0,88408064,55602.556,43.438,0.0,0.0,0.0,0.0,0.0,4,4800,0,True,16.667,9.886
late_anchor_control,late_control,25.0,950,96,1046,16,66,17,1,48,0,864,864,2304,768,1536,102825984,27328512,31457280,0,58785792,56200.566,42.83,0.0,0.0,0.0,0.0,0.0,4,3168,0,True,16.667,9.668
decoy_collision,confusable_recall,25.0,1014,128,1142,16,72,18,1,53,0,912,912,2544,848,1696,112263168,28901376,34734080,0,63635456,55722.816,43.316,0.0,0.0,0.0,0.0,0.0,4,3456,0,True,16.667,9.842
routing_table,structured_lookup,25.0,988,128,1116,16,70,18,1,51,0,912,912,2448,816,1632,109707264,29491200,33423360,0,62914560,56375.054,42.652,0.0,0.0,0.0,0.0,0.0,4,3360,0,True,16.667,9.605
structured_records,structured_lookup,25.0,999,160,1159,16,73,19,1,53,0,960,960,2544,848,1696,113934336,30572544,34734080,0,65306624,56347.389,42.68,0.0,0.0,0.0,0.0,0.0,4,3504,0,True,16.667,9.615
instruction_persistence,instruction_retention,25.0,1896,128,2024,16,127,32,1,94,0,1584,1584,4512,1504,3008,198967296,51118080,61603840,0,112721920,55692.648,43.347,0.0,0.0,0.0,0.0,0.0,4,6096,0,True,16.667,9.853
multi_hop_bridge,multi_hop,25.0,963,160,1123,16,71,18,1,52,0,912,912,2496,832,1664,110395392,28606464,34078720,0,62685184,55819.398,43.218,0.0,0.0,0.0,0.0,0.0,4,3408,0,True,16.667,9.807
payload_dense,dense_noise,25.0,1881,163,2044,16,128,32,1,95,0,1584,1584,4560,1520,3040,200933376,51511296,62259200,0,113770496,55660.712,43.379,0.0,0.0,0.0,0.0,0.0,4,6144,0,True,16.667,9.865
long_generation_systems,long_generation,25.0,523,384,907,16,57,15,1,41,0,768,768,1968,656,1312,89161728,24674304,26869760,0,51544064,56829.178,42.19,0.0,0.0,0.0,0.0,0.0,4,2736,0,True,16.667,9.442
early_anchor_long_tail,anchor_recall,12.5,1885,96,1981,16,124,16,1,107,0,816,816,5136,1712,3424,194740224,26443776,70123520,0,96567296,48746.742,50.412,0.0,0.0,0.0,0.0,0.0,4,5952,0,True,16.667,12.681
middle_anchor_detour,anchor_recall,12.5,1462,128,1590,16,100,13,1,86,0,672,672,4128,1376,2752,156303360,21037056,56360960,0,77398016,48677.997,50.482,0.0,0.0,0.0,0.0,0.0,4,4800,0,True,16.667,12.712
late_anchor_control,late_control,12.5,950,96,1046,16,66,9,1,56,0,480,480,2688,896,1792,102825984,14745600,36700160,0,51445760,49183.327,49.968,0.0,0.0,0.0,0.0,0.0,4,3168,0,True,16.667,12.486
decoy_collision,confusable_recall,12.5,1014,128,1142,16,72,9,1,62,0,480,480,2976,992,1984,112263168,14745600,40632320,0,55377920,48492.049,50.671,0.0,0.0,0.0,0.0,0.0,4,3456,0,True,16.667,12.797
routing_table,structured_lookup,12.5,988,128,1116,16,70,9,1,60,0,480,480,2880,960,1920,109707264,15335424,39321600,0,54657024,48975.828,50.179,0.0,0.0,0.0,0.0,0.0,4,3360,0,True,16.667,12.579
structured_records,structured_lookup,12.5,999,160,1159,16,73,10,1,62,0,528,528,2976,992,1984,113934336,16416768,40632320,0,57049088,49222.682,49.928,0.0,0.0,0.0,0.0,0.0,4,3504,0,True,16.667,12.469
instruction_persistence,instruction_retention,12.5,1896,128,2024,16,127,16,1,110,0,816,816,5280,1760,3520,198967296,25952256,72089600,0,98041856,48439.652,50.725,0.0,0.0,0.0,0.0,0.0,4,6096,0,True,16.667,12.821
multi_hop_bridge,multi_hop,12.5,963,160,1123,16,71,9,1,61,0,480,480,2928,976,1952,110395392,14450688,39976960,0,54427648,48466.294,50.698,0.0,0.0,0.0,0.0,0.0,4,3408,0,True,16.667,12.808
payload_dense,dense_noise,12.5,1881,163,2044,16,128,16,1,111,0,816,816,5328,1776,3552,200933376,26345472,72744960,0,99090432,48478.685,50.685,0.0,0.0,0.0,0.0,0.0,4,6144,0,True,16.667,12.803
long_generation_systems,long_generation,12.5,523,384,907,16,57,8,1,48,0,432,432,2304,768,1536,89161728,13664256,31457280,0,45121536,49748.11,49.394,0.0,0.0,0.0,0.0,0.0,4,2736,0,True,16.667,12.237
early_anchor_long_tail,anchor_recall,6.25,1885,96,1981,16,124,8,1,115,0,432,432,5520,1840,3680,194740224,13860864,75366400,0,89227264,45041.527,54.181,0.0,0.0,0.0,0.0,0.0,4,5952,0,True,16.667,14.452
middle_anchor_detour,anchor_recall,6.25,1462,128,1590,16,100,7,1,92,0,384,384,4416,1472,2944,156303360,11599872,60293120,0,71892992,45215.718,54.004,0.0,0.0,0.0,0.0,0.0,4,4800,0,True,16.667,14.364
late_anchor_control,late_control,6.25,950,96,1046,16,66,5,1,60,0,288,288,2880,960,1920,102825984,8454144,39321600,0,47775744,45674.707,53.537,0.0,0.0,0.0,0.0,0.0,4,3168,0,True,16.667,14.134
decoy_collision,confusable_recall,6.25,1014,128,1142,16,72,5,1,66,0,288,288,3168,1056,2112,112263168,8454144,43253760,0,51707904,45278.375,53.94,0.0,0.0,0.0,0.0,0.0,4,3456,0,True,16.667,14.332
routing_table,structured_lookup,6.25,988,128,1116,16,70,5,1,64,0,288,288,3072,1024,2048,109707264,9043968,41943040,0,50987008,45687.283,53.524,0.0,0.0,0.0,0.0,0.0,4,3360,0,True,16.667,14.128
structured_records,structured_lookup,6.25,999,160,1159,16,73,5,1,67,0,288,288,3216,1072,2144,113934336,8552448,43909120,0,52461568,45264.511,53.955,0.0,0.0,0.0,0.0,0.0,4,3504,0,True,16.667,14.339
